amount,duration,payments,DID,Average_order_amount,Average_trans_amount,Average_trans_balance,No_transaction,Card_type,No_inhabitants,Average_salary,Average_unemployment_rate,Average_crime_rate,gender,Owner_age,Same_district
49488,24,2062.0,217,2062.0,8530.0,45033.666666666664,87,classic,161227,8678,5.75,0.029694157926401905,female,677.0,True
170832,48,3559.0,356,6604.0,15543.78494623656,70556.37634408602,93,No,58796,9045,3.365,0.03166882100823185,male,344.0,True
209040,24,8710.0,355,3920.6666666666665,6418.467391304348,45958.44565217391,92,junior,1204953,12541,0.36,0.07667684963645885,male,233.0,True
172272,24,7178.0,331,10817.0,16212.66265060241,63373.98795180723,83,No,161227,8678,5.75,0.029694157926401905,male,665.0,True
49044,12,4087.0,165,4344.9,9049.919540229885,37358.77011494253,87,No,75637,9622,0.52,0.04630009122519402,female,539.0,True
96984,36,2694.0,287,4310.425,5693.468085106383,18985.94680851064,94,No,112065,11277,1.345,0.045357604961406325,male,317.0,True
151200,36,4200.0,241,9324.1,14886.27659574468,52607.5,94,No,77963,8546,3.485,0.036940600028218515,male,619.0,True
495180,60,8253.0,222,8253.2,19772.473684210527,54329.25,76,junior,42821,8173,3.505,0.01585670582190981,female,220.0,True
39168,24,1632.0,347,2662.5,7465.12,56689.613333333335,75,No,94725,9920,2.565,0.048218527315914486,female,235.0,True
153936,24,6414.0,115,6413.7,15657.424657534246,58962.94520547945,73,No,105606,8254,3.275,0.021262996420657918,male,581.0,True
437460,60,7291.0,312,7241.766666666666,15539.282352941176,44637.10588235294,85,classic,228848,9893,4.405,0.025147696287492135,female,542.0,True
17952,12,1496.0,344,3972.0,6096.6578947368425,31700.32894736842,76,No,133777,8705,6.68,0.03554048902277671,female,535.0,True
249792,48,5204.0,284,5204.2,12661.12987012987,51564.168831168834,77,classic,157042,8743,2.155,0.024047706982845352,male,403.0,True
191580,60,3193.0,176,2047.0,2073.11,16424.47,100,No,121947,8541,2.74,0.030074540579104036,female,387.0,True
210744,36,5854.0,242,7502.6,13284.506849315068,46756.61643835616,73,No,197099,9624,1.955,0.022194430210198936,male,235.0,True
22260,60,371.0,159,1826.5,2251.9841269841268,30607.126984126986,63,No,285387,10177,7.19,0.03501561038169223,female,689.0,True
327660,60,5461.0,660,9108.65,11413.32867132867,50955.43356643357,143,classic,85852,8965,7.655,0.031886269393840566,female,679.0,True
189792,48,3954.0,635,8033.65,8200.493055555555,35229.73611111111,144,No,162580,9538,1.66,0.03533337433878706,male,700.0,True
165780,60,2763.0,607,2762.8,9533.14393939394,46121.17424242424,132,No,145688,8544,1.575,0.019304953050354182,male,566.0,True
230220,36,6395.0,662,6395.0,15755.944444444445,66186.01234567902,162,classic,53921,8598,3.015,0.03219524860443983,male,586.0,True
41988,12,3499.0,622,5072.5,4460.560283687943,38957.21985815603,141,No,148545,8909,4.785,0.023730182772897103,male,307.0,True
55632,24,2318.0,644,2317.5,6178.563025210084,30101.134453781513,119,No,285387,10177,7.19,0.03501561038169223,male,599.0,True
69624,36,1934.0,585,1414.5,5497.19375,50945.85625,160,classic,139012,8363,3.005,0.01928970160849423,male,621.0,True
91248,48,1901.0,579,1901.0,7707.592592592592,29792.63888888889,108,No,177686,10045,1.565,0.03629717591706719,female,310.0,True
139488,24,5812.0,573,5811.7,13213.314814814816,48303.555555555555,108,No,75232,8980,2.08,0.03746411101658868,male,351.0,True
82128,24,3422.0,506,3421.5,6067.083333333333,31893.631944444445,144,No,45714,8843,3.21,0.018659491621822635,male,354.0,True
99744,24,4156.0,523,6122.75,8561.963963963964,43225.46846846847,111,No,94725,9920,2.565,0.048218527315914486,female,326.0,True
240900,60,4015.0,533,6467.0,5113.328,26573.072,125,No,110643,8441,3.965,0.018668148911363574,female,591.0,True
52512,12,4376.0,521,4375.5,12063.45054945055,58505.71428571428,91,No,157042,8743,2.155,0.024047706982845352,male,647.0,True
352704,48,7348.0,513,7348.0,8368.847457627118,30200.627118644068,59,classic,103347,9104,1.79,0.022511538796481757,female,575.0,True
317460,60,5291.0,499,3974.6,13987.632258064516,66468.5870967742,155,No,102609,8187,5.14,0.02074379440399965,male,276.0,True
276084,36,7669.0,476,2349.1400000000003,10670.812903225806,59131.412903225806,155,classic,1204953,12541,0.36,0.07667684963645885,female,416.0,True
318480,60,5308.0,422,2576.375,7293.530769230769,37547.484615384616,130,No,70646,8547,3.145,0.021975766497749342,male,553.0,True
16032,48,334.0,449,2418.25,3636.251851851852,22821.85185185185,135,No,105058,9272,3.01,0.04209579470387786,female,395.0,True
99216,36,2756.0,443,6438.0,12802.79797979798,58031.555555555555,99,No,1204953,12541,0.36,0.07667684963645885,female,572.0,True
38496,12,3208.0,390,3207.8,7720.367346938776,45556.5306122449,49,classic,94725,9920,2.565,0.048218527315914486,female,416.0,True
163332,36,4537.0,443,4537.3,8251.597222222223,28793.458333333332,72,No,70699,8968,3.09,0.025813660730703406,male,731.0,True
160920,36,4470.0,359,4841.25,11168.215384615385,50293.47692307692,65,classic,85852,8965,7.655,0.031886269393840566,male,325.0,True
185544,36,5154.0,293,3670.4,6633.824561403509,22717.736842105263,57,No,124605,8772,4.835,0.024124232574936802,male,708.0,True
